_familyId,_id
"003068418","US1000091A19110808"
"003068406","US1000079A19110808"
"003068393","US1000066A19110808"
"003068420","US1000093A19110808"
"003068408","US1000081A19110808"
"002169466","US100006A18700222"
"003068423","US1000096A19110808"
"003068411","US1000084A19110808"
"003068397","US1000070A19110808"
"002169469","US100009A18700222"
"003068413","US1000086A19110808"
"003068401","US1000074A19110808"
"024282587","US10000P19970812"
"003068414","US1000087A19110808"
"002169467","US100007A18700222"
"003068427","US1000100A19110808"
"003068416","US1000089A19110808"
"003068419","US1000092A19110808"
"003068430","US1000103A19110808"
"003068421","US1000094A19110808"
"003068422","US1000095A19110808"
"003068432","US1000105A19110808"
"003068425","US1000098A19110808"
"003068424","US1000097A19110808"
"003068433","US1000106A19110808"
"003068426","US1000099A19110808"
"003068428","US1000101A19110808"
"003068441","US1000114A19110808"
"002070320","US10000A18530906"
"003068429","US1000102A19110808"
"003068445","US1000118A19110808"
"003068431","US1000104A19110808"
"003068436","US1000109A19110808"
"003068446","US1000119A19110808"
"003068434","US1000107A19110808"
"002169470","US100010A18700222"
"003068452","US1000125A19110808"
"003068435","US1000108A19110808"
"003068438","US1000111A19110808"
"003068458","US1000131A19110808"
"003068437","US1000110A19110808"
"003068440","US1000113A19110808"
"003068462","US1000135A19110808"
"003068439","US1000112A19110808"
"002169471","US100011A18700222"
"003068465","US1000138A19110808"
"003068442","US1000115A19110808"
"003068449","US1000122A19110808"
"003068466","US1000139A19110808"
"003068443","US1000116A19110808"
"003068454","US1000127A19110808"
"002169473","US100013A18700222"
"003068444","US1000117A19110808"
"003068455","US1000128A19110808"
"003068469","US1000142A19110808"
"003068447","US1000120A19110808"
"003068456","US1000129A19110808"
"003068472","US1000145A19110808"
"003068448","US1000121A19110808"
"003068459","US1000132A19110808"
"003068475","US1000148A19110808"
"003068450","US1000123A19110808"
"003068460","US1000133A19110808"
"002169474","US100014A18700222"
"003068451","US1000124A19110808"
"003068461","US1000134A19110808"
"003068478","US1000151A19110808"
"003068453","US1000126A19110808"
"003068463","US1000136A19110808"
"003068480","US1000153A19110808"
"002169472","US100012A18700222"
"003068471","US1000144A19110808"
"003068483","US1000156A19110808"
"003068457","US1000130A19110808"
"003068476","US1000149A19110808"
"003068485","US1000158A19110808"
"003068464","US1000137A19110808"
"003068477","US1000150A19110808"
"003068487","US1000160A19110808"
"003068467","US1000140A19110808"
"003068484","US1000157A19110808"
"003068488","US1000161A19110808"
"003068468","US1000141A19110808"
"002169475","US100015A18700222"
"003068492","US1000165A19110808"
"003068470","US1000143A19110808"
"003068491","US1000164A19110808"
"003068493","US1000166A19110808"
"003068473","US1000146A19110808"
"003068495","US1000168A19110808"
"003068494","US1000167A19110808"
"003068474","US1000147A19110808"
"003068496","US1000169A19110808"
"003068497","US1000170A19110808"
"003068479","US1000152A19110808"
"002169476","US100016A18700222"
"003068499","US1000172A19110808"
"003068481","US1000154A19110808"
"003068500","US1000173A19110808"
"003068501","US1000174A19110808"
"003068482","US1000155A19110808"
"002169477","US100017A18700222"
"003068502","US1000175A19110808"
"003068486","US1000159A19110808"
"003068513","US1000186A19110808"
"003068503","US1000176A19110808"
"003068489","US1000162A19110808"
"003068514","US1000187A19110808"
"003068504","US1000177A19110808"
"003068490","US1000163A19110808"
"003068516","US1000189A19110808"
"003068519","US1000192A19110808"
"003068498","US1000171A19110808"
"003068517","US1000190A19110808"
"003068523","US1000196A19110808"
"003068505","US1000178A19110808"
"003068518","US1000191A19110808"
"003068525","US1000199A19110808"
"003068506","US1000179A19110808"
"003068520","US1000193A19110808"
"003068528","US1000202A19110808"
"003068507","US1000180A19110808"
"003068521","US1000194A19110808"
"003068532","US1000206A19110808"
"003068508","US1000181A19110808"
"003068527","US1000201A19110808"
"003068534","US1000208A19110808"
"003068509","US1000182A19110808"
"003068529","US1000203A19110808"
"002169480","US100020A18700222"
"003068510","US1000183A19110808"
"003068531","US1000205A19110808"
"003068536","US1000210A19110808"
"003068511","US1000184A19110808"
"003068535","US1000209A19110808"
"003068539","US1000213A19110808"
"003068512","US1000185A19110808"
"003068537","US1000211A19110808"
"003068548","US1000222A19110808"
"003068515","US1000188A19110808"
"003068540","US1000214A19110808"
"003068550","US1000224A19110808"
"002169478","US100018A18700222"
"003068541","US1000215A19110808"
"003068552","US1000226A19110808"
"003068522","US1000195A19110808"
"003068542","US1000216A19110808"
"003068560","US1000234A19110808"
"003068524","US1000198A19110808"
"003068545","US1000219A19110808"
"003068563","US1000237A19110808"
"002169479","US100019A18700222"
"003068551","US1000225A19110808"
"003068565","US1000239A19110808"
"002070321","US10001A18530906"
"003068553","US1000227A19110808"
"003068572","US1000246A19110808"
"024488102","US10001P19970812"
"003068561","US1000235A19110808"
"003068575","US1000249A19110808"
"003068526","US1000200A19110808"
"003068562","US1000236A19110808"
"002169484","US100024A18700222"
"003068530","US1000204A19110808"
"002169483","US100023A18700222"
"003068576","US1000250A19110808"
"003068533","US1000207A19110808"
"003068567","US1000241A19110808"
"003068579","US1000253A19110808"
"003068538","US1000212A19110808"
"003068568","US1000242A19110808"
"003068581","US1000255A19110808"
"003068543","US1000217A19110808"
"003068571","US1000245A19110808"
"003068582","US1000256A19110808"
"003068544","US1000218A19110808"
"003068577","US1000251A19110808"
"003068583","US1000257A19110808"
"002169481","US100021A18700222"
"003068580","US1000254A19110808"
"003068585","US1000259A19110808"
"003068546","US1000220A19110808"
"003068587","US1000261A19110808"
"002169485","US100025A18700222"
"003068547","US1000221A19110808"
"003068589","US1000263A19110808"
"003068586","US1000260A19110808"
"003068549","US1000223A19110808"
"003068591","US1000265A19110808"
"003068588","US1000262A19110808"
"003068554","US1000228A19110808"
"003068592","US1000266A19110808"
"003068590","US1000264A19110808"
"003068555","US1000229A19110808"
"003068613","US1000287A19110808"
"003068595","US1000269A19110808"
"002169482","US100022A18700222"
"003068614","US1000288A19110808"
"003068597","US1000271A19110808"
"003068556","US1000230A19110808"
"003068617","US1000291A19110808"
"003068600","US1000274A19110808"
"003068557","US1000231A19110808"
"003068620","US1000294A19110808"
"003068601","US1000275A19110808"
"003068558","US1000232A19110808"
"003068621","US1000295A19110808"
"003068604","US1000278A19110808"
"003068559","US1000233A19110808"
"003068625","US1000299A19110808"
"003068605","US1000279A19110808"
"003068564","US1000238A19110808"
"002169489","US100029A18700222"
"002169487","US100027A18700222"
"003068566","US1000240A19110808"
"003068626","US1000300A19110808"
"003068607","US1000281A19110808"
"003068569","US1000243A19110808"
"003068629","US1000303A19110808"
"003068608","US1000282A19110808"
"003068570","US1000244A19110808"
"003068634","US1000308A19110808"
"003068609","US1000283A19110808"
"003068573","US1000247A19110808"
"003068638","US1000312A19110808"
"003068612","US1000286A19110808"
"003068574","US1000248A19110808"
"003068643","US1000317A19110808"
"003068615","US1000289A19110808"
"003068578","US1000252A19110808"
"003068644","US1000318A19110808"
"003068618","US1000292A19110808"
"003068584","US1000258A19110808"
"003068645","US1000319A19110808"
"002070322","US10002A18530906"
"003068593","US1000267A19110808"
"002169491","US100031A18700222"
"003068627","US1000301A19110808"
"003068594","US1000268A19110808"
"003068646","US1000320A19110808"
"003068630","US1000304A19110808"
"002169486","US100026A18700222"
"003068651","US1000325A19110808"
"003068632","US1000306A19110808"
"003068596","US1000270A19110808"
"003068652","US1000326A19110808"
"003068633","US1000307A19110808"
"003068598","US1000272A19110808"
"003068659","US1000333A19110808"
"002169490","US100030A18700222"
"003068599","US1000273A19110808"
"003068660","US1000334A19110808"
"003068637","US1000311A19110808"
"003068602","US1000276A19110808"
"003068661","US1000335A19110808"
"003068639","US1000313A19110808"
"003068603","US1000277A19110808"
"003068662","US1000336A19110808"
"003068647","US1000321A19110808"
"003068606","US1000280A19110808"
"002169493","US100033A18700222"
"003068648","US1000322A19110808"
"003068610","US1000284A19110808"
"003068669","US1000343A19110808"
"003068649","US1000323A19110808"
"003068611","US1000285A19110808"
"003068672","US1000346A19110808"
"003068650","US1000324A19110808"
"002169488","US100028A18700222"
"002169494","US100034A18700222"
"003068654","US1000328A19110808"
"003068616","US1000290A19110808"
"003068679","US1000353A19110808"
"002169492","US100032A18700222"
"003068619","US1000293A19110808"
"003068681","US1000355A19110808"
"003068657","US1000331A19110808"
"003068622","US1000296A19110808"
"003068683","US1000357A19110815"
"003068665","US1000339A19110808"
"003068623","US1000297A19110808"
"003068685","US1000359A19110815"
"003068666","US1000340A19110808"
"003068624","US1000298A19110808"
"003068688","US1000362A19110815"
"003068667","US1000341A19110808"
"009498338","US10002P19970819"
"003068695","US1000369A19110815"
"003068670","US1000344A19110808"
"003068628","US1000302A19110808"
"003068697","US1000371A19110815"
"003068671","US1000345A19110808"
"003068631","US1000305A19110808"
"003068704","US1000378A19110815"
"003068673","US1000347A19110808"
"003068635","US1000309A19110808"
"002169497","US100037A18700222"
"003068674","US1000348A19110808"
"003068636","US1000310A19110808"
"003068706","US1000380A19110815"
"003068675","US1000349A19110808"
"003068640","US1000314A19110808"
"003068716","US1000390A19110815"
"003068676","US1000350A19110808"
"003068641","US1000315A19110808"
"003068718","US1000392A19110815"
"003068678","US1000352A19110808"
"003068642","US1000316A19110808"
"003068721","US1000395A19110815"
"003068680","US1000354A19110808"
"003068653","US1000327A19110808"
"003068724","US1000398A19110815"
"002169495","US100035A18700222"
"003068655","US1000329A19110808"
"003068727","US1000401A19110815"
"003068689","US1000363A19110815"
"003068656","US1000330A19110808"
"003068735","US1000409A19110815"
"003068690","US1000364A19110815"
"003068658","US1000332A19110808"
"003068744","US1000418A19110815"
"003068692","US1000366A19110815"
"003068663","US1000337A19110808"
"003068749","US1000423A19110815"
"003068694","US1000368A19110815"
"003068664","US1000338A19110808"
"003068750","US1000424A19110815"
"002169496","US100036A18700222"
"003068668","US1000342A19110808"
"003068752","US1000426A19110815"
"003068696","US1000370A19110815"
"003068677","US1000351A19110808"
"003068755","US1000429A19110815"
"003068698","US1000372A19110815"
"003068682","US1000356A19110808"
"002169502","US100042A18700222"
"003068699","US1000373A19110815"
"003068684","US1000358A19110815"
"003068760","US1000434A19110815"
"003068701","US1000375A19110815"
"003068686","US1000360A19110815"
"003068772","US1000446A19110815"
"003068705","US1000379A19110815"
"003068687","US1000361A19110815"
"003068774","US1000448A19110815"
"003068709","US1000383A19110815"
"003068691","US1000365A19110815"
"002169504","US100044A18700222"
"003068711","US1000385A19110815"
"003068693","US1000367A19110815"
"003068779","US1000453A19110815"
"003068712","US1000386A19110815"
"003068700","US1000374A19110815"
"003068780","US1000454A19110815"
"003068713","US1000387A19110815"
"003068702","US1000376A19110815"
"003068781","US1000455A19110815"
"003068714","US1000388A19110815"
"003068703","US1000377A19110815"
"002169505","US100045A18700222"
"003068720","US1000394A19110815"
"003068707","US1000381A19110815"
"003068787","US1000461A19110815"
"003068723","US1000397A19110815"
"003068708","US1000382A19110815"
"003068788","US1000462A19110815"
"003068725","US1000399A19110815"
"003068710","US1000384A19110815"
"003068789","US1000463A19110815"
"002070323","US10003A18530906"
"003068715","US1000389A19110815"
"003068795","US1000469A19110815"
"024663271","US10003P19970819"
"002169498","US100038A18700222"
"002169506","US100046A18700222"
"003068728","US1000402A19110815"
"003068717","US1000391A19110815"
"003068796","US1000470A19110815"
"003068730","US1000404A19110815"
"003068719","US1000393A19110815"
"003068797","US1000471A19110815"
"003068733","US1000407A19110815"
"003068722","US1000396A19110815"
"003068803","US1000477A19110815"
"002169500","US100040A18700222"
"002169499","US100039A18700222"
"003068805","US1000479A19110815"
"003068737","US1000411A19110815"
"003068726","US1000400A19110815"
"002169507","US100047A18700222"
"003068738","US1000412A19110815"
"003068729","US1000403A19110815"
"003068807","US1000481A19110815"
"003068740","US1000414A19110815"
"003068731","US1000405A19110815"
"003068809","US1000483A19110815"
"003068741","US1000415A19110815"
"003068732","US1000406A19110815"
"003068813","US1000487A19110815"
"003068742","US1000416A19110815"
"003068734","US1000408A19110815"
"003068824","US1000498A19110815"
"003068748","US1000422A19110815"
"003068736","US1000410A19110815"
"003068825","US1000499A19110815"
"003068751","US1000425A19110815"
"003068739","US1000413A19110815"
"002070324","US10004A18530906"
"003068753","US1000427A19110815"
"003068743","US1000417A19110815"
"024837860","US10004P19970819"
"003068754","US1000428A19110815"
"003068745","US1000419A19110815"
"003068828","US1000502A19110815"
"003068758","US1000432A19110815"
"002169501","US100041A18700222"
"003068829","US1000503A19110815"
"003068761","US1000435A19110815"
"003068746","US1000420A19110815"
"003068830","US1000504A19110815"
"003068762","US1000436A19110815"
"003068747","US1000421A19110815"
"003068833","US1000507A19110815"
"003068763","US1000437A19110815"
"003068756","US1000430A19110815"
"003068834","US1000508A19110815"
"003068765","US1000439A19110815"
"003068757","US1000431A19110815"
"003068835","US1000509A19110815"
"003068767","US1000441A19110815"
"003068759","US1000433A19110815"
"002169510","US100050A18700222"
"003068768","US1000442A19110815"
"003068764","US1000438A19110815"
"003068836","US1000510A19110815"
"003068769","US1000443A19110815"
"002169503","US100043A18700222"
"003068839","US1000513A19110815"
"003068771","US1000445A19110815"
"003068766","US1000440A19110815"
"003068840","US1000514A19110815"
"003068773","US1000447A19110815"
"003068770","US1000444A19110815"
"003068841","US1000515A19110815"
"003068777","US1000451A19110815"
"003068775","US1000449A19110815"
"003068842","US1000516A19110815"
"003068783","US1000457A19110815"
"003068776","US1000450A19110815"
"003068845","US1000519A19110815"
"003068784","US1000458A19110815"
"003068778","US1000452A19110815"
"002169511","US100051A18700222"
"003068786","US1000460A19110815"
"003068782","US1000456A19110815"
"003068846","US1000520A19110815"
"003068792","US1000466A19110815"
"003068785","US1000459A19110815"
"003068848","US1000522A19110815"
"003068793","US1000467A19110815"
"003068790","US1000464A19110815"
"003068852","US1000526A19110815"
"003068798","US1000472A19110815"
"003068791","US1000465A19110815"
"003068853","US1000527A19110815"
"003068799","US1000473A19110815"
"003068794","US1000468A19110815"
"003068855","US1000529A19110815"
"003068802","US1000476A19110815"
"003068800","US1000474A19110815"
"003068857","US1000531A19110815"
"003068806","US1000480A19110815"
"003068801","US1000475A19110815"
"003068863","US1000537A19110815"
"003068808","US1000482A19110815"
"003068804","US1000478A19110815"
"003068866","US1000540A19110815"
"003068810","US1000484A19110815"
"003068811","US1000485A19110815"
"003068869","US1000543A19110815"
"003068814","US1000488A19110815"
"003068812","US1000486A19110815"
"003068871","US1000545A19110815"
"002169508","US100048A18700222"
"003068815","US1000489A19110815"
"003068872","US1000546A19110815"
"003068819","US1000493A19110815"
"003068816","US1000490A19110815"
"003068874","US1000548A19110815"
"003068821","US1000495A19110815"
"003068817","US1000491A19110815"
"003068878","US1000552A19110815"
"003068823","US1000497A19110815"
"003068818","US1000492A19110815"
"003068883","US1000557A19110815"
"002169509","US100049A18700222"
"003068820","US1000494A19110815"
"003068884","US1000558A19110815"
"003068827","US1000501A19110815"
"003068822","US1000496A19110815"
"003068889","US1000563A19110815"
"003068832","US1000506A19110815"
"003068826","US1000500A19110815"
"003068890","US1000564A19110815"
"003068838","US1000512A19110815"
"003068831","US1000505A19110815"
"003068897","US1000571A19110815"
"003068844","US1000518A19110815"
"003068837","US1000511A19110815"
"003068900","US1000574A19110815"
"002169512","US100052A18700222"
"003068843","US1000517A19110815"
"003068904","US1000578A19110815"
"003068858","US1000532A19110815"
"003068847","US1000521A19110815"
"002169517","US100057A18700222"
"003068860","US1000534A19110815"
"003068849","US1000523A19110815"
"003068908","US1000582A19110815"
"003068862","US1000536A19110815"
"003068850","US1000524A19110815"
"003068914","US1000588A19110815"
"003068870","US1000544A19110815"
"003068851","US1000525A19110815"
"003068916","US1000590A19110815"
"003068873","US1000547A19110815"
"003068854","US1000528A19110815"
"003068918","US1000592A19110815"
"003068875","US1000549A19110815"
"003068856","US1000530A19110815"
"003068922","US1000596A19110815"
"003068880","US1000554A19110815"
"003068859","US1000533A19110815"
"003068923","US1000597A19110815"
"003068882","US1000556A19110815"
"003068861","US1000535A19110815"
"003068924","US1000598A19110815"
"003068885","US1000559A19110815"
"003068864","US1000538A19110815"
"003068925","US1000599A19110815"
"003068887","US1000561A19110815"
"003068865","US1000539A19110815"
"002169519","US100059A18700222"
"003068892","US1000566A19110815"
"002169513","US100053A18700222"
"003068926","US1000600A19110815"
"003068893","US1000567A19110815"
"003068867","US1000541A19110815"
"003068928","US1000602A19110815"
"003068896","US1000570A19110815"
"003068868","US1000542A19110815"
"003068930","US1000604A19110815"
"003068898","US1000572A19110815"
"002169514","US100054A18700222"
"003068931","US1000605A19110815"
"003068899","US1000573A19110815"
"003068876","US1000550A19110815"
"002169520","US100060A18700222"
"003068901","US1000575A19110815"
"003068877","US1000551A19110815"
"003068936","US1000610A19110815"
"003068902","US1000576A19110815"
"003068879","US1000553A19110815"
"003068940","US1000614A19110815"
"003068906","US1000580A19110815"
"003068881","US1000555A19110815"
"003068941","US1000615A19110815"
"003068907","US1000581A19110815"
"002169515","US100055A18700222"
"003068943","US1000617A19110815"
"003068909","US1000583A19110815"
"003068886","US1000560A19110815"
"003068944","US1000618A19110815"
"003068910","US1000584A19110815"
"003068888","US1000562A19110815"
"002169521","US100061A18700222"
"003068911","US1000585A19110815"
"003068891","US1000565A19110815"
"003068946","US1000620A19110815"
"003068912","US1000586A19110815"
"003068894","US1000568A19110815"
"003068947","US1000621A19110815"
"003068915","US1000589A19110815"
"003068895","US1000569A19110815"
"003068948","US1000622A19110815"
"002169518","US100058A18700222"
"002169516","US100056A18700222"
"003068949","US1000623A19110815"
"003068921","US1000595A19110815"
"003068903","US1000577A19110815"
"003068950","US1000624A19110815"
"002070325","US10005A18530906"
"003068905","US1000579A19110815"
"003068952","US1000626A19110815"
"003068934","US1000608A19110815"
"003068913","US1000587A19110815"
"003068958","US1000632A19110815"
"003068938","US1000612A19110815"
"003068917","US1000591A19110815"
"003068961","US1000635A19110815"
"003068939","US1000613A19110815"
"003068919","US1000593A19110815"
"003068962","US1000636A19110815"
"003068951","US1000625A19110815"
"003068920","US1000594A19110815"
"003068963","US1000637A19110815"
"003068953","US1000627A19110815"
"024656760","US10005P19970819"
"003068964","US1000638A19110815"
"003068955","US1000629A19110815"
"003068927","US1000601A19110815"
"003068965","US1000639A19110815"
"003068957","US1000631A19110815"
"003068929","US1000603A19110815"
"003068967","US1000641A19110815"
"003068959","US1000633A19110815"
"003068932","US1000606A19110815"
"003068969","US1000643A19110815"
"003068974","US1000648A19110815"
"003068933","US1000607A19110815"
"003068970","US1000644A19110815"
"003068975","US1000649A19110815"
"003068935","US1000609A19110815"
"003068971","US1000645A19110815"
"002169524","US100064A18700222"
"003068937","US1000611A19110815"
"003068972","US1000646A19110815"
"002169525","US100065A18700222"
"003068942","US1000616A19110815"
"003068973","US1000647A19110815"
"003068987","US1000661A19110815"
"003068945","US1000619A19110815"
"003068976","US1000650A19110815"
"003068991","US1000665A19110815"
"003068954","US1000628A19110815"
"003068977","US1000651A19110815"
"003068992","US1000666A19110815"
"002169522","US100062A18700222"
"003068978","US1000652A19110815"
"003068994","US1000668A19110815"
"003068956","US1000630A19110815"
"003068982","US1000656A19110815"
"003068995","US1000669A19110815"
"003068960","US1000634A19110815"
"003068984","US1000658A19110815"
"003068996","US1000670A19110815"
"002169523","US100063A18700222"
"003068988","US1000662A19110815"
"003068999","US1000673A19110815"
"003068966","US1000640A19110815"
"003068990","US1000664A19110815"
"003069001","US1000675A19110815"
"003068968","US1000642A19110815"
"003068993","US1000667A19110815"
"003069009","US1000683A19110815"
"003068979","US1000653A19110815"
"003068997","US1000671A19110815"
"003069013","US1000687A19110815"
"003068980","US1000654A19110815"
"003068998","US1000672A19110815"
"003069014","US1000688A19110815"
"003068981","US1000655A19110815"
"003069002","US1000676A19110815"
"003069020","US1000694A19110815"
"003068983","US1000657A19110815"
"002169527","US100067A18700222"
"003069021","US1000695A19110815"
"003068985","US1000659A19110815"
"003069008","US1000682A19110815"
"003069023","US1000697A19110815"
"003068986","US1000660A19110815"
"003069015","US1000689A19110815"
"003069025","US1000699A19110815"
"003068989","US1000663A19110815"
"003069016","US1000690A19110815"
"003069027","US1000701A19110815"
"002169526","US100066A18700222"
"003069018","US1000692A19110815"
"003069031","US1000705A19110815"
"003069000","US1000674A19110815"
"003069024","US1000698A19110815"
"003069033","US1000707A19110815"
"003069003","US1000677A19110815"
"024656770","US10006P19970819"
"002169530","US100070A18700222"
"003069004","US1000678A19110815"
"003069026","US1000700A19110815"
"003069036","US1000710A19110815"
"003069005","US1000679A19110815"
"003069028","US1000702A19110815"
"003069039","US1000713A19110815"
"003069006","US1000680A19110815"
"003069032","US1000706A19110815"
"003069044","US1000718A19110815"
"003069007","US1000681A19110815"
"003069035","US1000709A19110815"
"003069045","US1000719A19110815"
"003069010","US1000684A19110815"
"003069037","US1000711A19110815"
"003069047","US1000721A19110815"
"003069011","US1000685A19110815"
"003069038","US1000712A19110815"
"003069049","US1000723A19110815"
"003069012","US1000686A19110815"
"003069040","US1000714A19110815"
"003069051","US1000725A19110815"
"002169528","US100068A18700222"
"003069041","US1000715A19110815"
"003069054","US1000728A19110815"
"003069017","US1000691A19110815"
"003069042","US1000716A19110815"
"003069055","US1000729A19110815"
"003069019","US1000693A19110815"
"003069048","US1000722A19110815"
"003069056","US1000730A19110815"
"003069022","US1000696A19110815"
"003069050","US1000724A19110815"
"003069057","US1000731A19110815"
"002169529","US100069A18700222"
"003069052","US1000726A19110815"
"003069060","US1000734A19110815"
"002070326","US10006A18530906"
"003069059","US1000733A19110815"
"003069062","US1000736A19110815"
"003069029","US1000703A19110815"
"003069063","US1000737A19110815"
"003069065","US1000739A19110815"
"003069030","US1000704A19110815"
"003069066","US1000740A19110815"
"003069067","US1000741A19110815"
"003069034","US1000708A19110815"
"003069071","US1000745A19110815"
"003069068","US1000742A19110815"
"003069043","US1000717A19110815"
"003069074","US1000748A19110815"
"003069073","US1000747A19110815"
"002169531","US100071A18700222"
"003069075","US1000749A19110815"
"003069077","US1000751A19110815"
"003069046","US1000720A19110815"
"002169534","US100074A18700222"
"003069088","US1000762A19110815"
"003069053","US1000727A19110815"
"003069076","US1000750A19110815"
"003069097","US1000771A19110815"
"002169532","US100072A18700222"
"003069083","US1000757A19110815"
"003069098","US1000772A19110815"
"003069058","US1000732A19110815"
"002169535","US100075A18700222"
"003069103","US1000777A19110815"
"003069061","US1000735A19110815"
"003069086","US1000760A19110815"
"003069105","US1000779A19110815"
"003069064","US1000738A19110815"
"003069087","US1000761A19110815"
"003069108","US1000782A19110815"
"002169533","US100073A18700222"
"003069090","US1000764A19110815"
"003069113","US1000787A19110815"
"003069069","US1000743A19110815"
"003069095","US1000769A19110815"
"003069114","US1000788A19110815"
"003069070","US1000744A19110815"
"002169536","US100076A18700222"
"002169538","US100078A18700222"
"003069072","US1000746A19110815"
"003069096","US1000770A19110815"
"003069119","US1000793A19110815"
"003069078","US1000752A19110815"
"003069101","US1000775A19110815"
"003069120","US1000794A19110815"
"003069079","US1000753A19110815"
"003069104","US1000778A19110815"
"003069124","US1000798A19110815"
"003069080","US1000754A19110815"
"003069110","US1000784A19110815"
"003069127","US1000801A19110815"
"003069081","US1000755A19110815"
"003069111","US1000785A19110815"
"003069129","US1000803A19110815"
"003069082","US1000756A19110815"
"003069115","US1000789A19110815"
"003069131","US1000805A19110815"
"003069084","US1000758A19110815"
"003069116","US1000790A19110815"
"003069132","US1000806A19110815"
"003069085","US1000759A19110815"
"003069121","US1000795A19110815"
"003069133","US1000807A19110815"
"003069089","US1000763A19110815"
"003069125","US1000799A19110815"
"003069134","US1000808A19110815"
"003069091","US1000765A19110815"
"024656777","US10007P19970819"
"003069137","US1000811A19110815"
"003069092","US1000766A19110815"
"003069128","US1000802A19110815"
"003069145","US1000819A19110815"
"003069093","US1000767A19110815"
"003069130","US1000804A19110815"
"003069146","US1000820A19110815"
"003069094","US1000768A19110815"
"002169540","US100080A18700222"
"003069151","US1000825A19110815"
"003069099","US1000773A19110815"
"003069136","US1000810A19110815"
"003069152","US1000826A19110815"
"003069100","US1000774A19110815"
"003069138","US1000812A19110815"
"003069153","US1000827A19110815"
"003069102","US1000776A19110815"
"002169541","US100081A18700222"
"003069155","US1000829A19110815"
"002169537","US100077A18700222"
"002169542","US100082A18700222"
"003069164","US1000838A19110815"
"003069106","US1000780A19110815"
"003069156","US1000830A19110815"
"002169543","US100083A18700222"
"003069107","US1000781A19110815"
"003069157","US1000831A19110815"
"003069166","US1000840A19110815"
"003069109","US1000783A19110815"
"003069158","US1000832A19110815"
"003069171","US1000845A19110815"
"003069112","US1000786A19110815"
"003069159","US1000833A19110815"
"003069173","US1000847A19110815"
"003069117","US1000791A19110815"
"003069160","US1000834A19110815"
"003069174","US1000848A19110815"
"003069118","US1000792A19110815"
"003069165","US1000839A19110815"
"002169544","US100084A18700222"
"003069122","US1000796A19110815"
"003069175","US1000849A19110815"
"003069181","US1000855A19110815"
"003069123","US1000797A19110815"
"003069179","US1000853A19110815"
"003069189","US1000863A19110815"
"002169539","US100079A18700222"
"003069180","US1000854A19110815"
"003069201","US1000875A19110815"
"002070327","US10007A18530913"
"003069182","US1000856A19110815"
"003069205","US1000879A19110815"
"003069126","US1000800A19110815"
"003069183","US1000857A19110815"
"002169547","US100087A18700222"
